model,folds,test_rows_total,accuracy_mean,accuracy_sd,precision_walking_mean,precision_walking_sd,recall_walking_mean,recall_walking_sd,f1_walking_mean,f1_walking_sd,precision_macro_mean,precision_macro_sd,recall_macro_mean,recall_macro_sd,f1_macro_mean,f1_macro_sd
random_forest,25,3372,0.6955954508674818,0.2876847917109946,0.5189730218355076,0.47260891570494473,0.4948519456565601,0.42372586874018114,0.4687277892514382,0.4150147836493535,0.5452204775008711,0.25506645748302914,0.5053358521168305,0.2775767515565485,0.495806989537144,0.2737468669395301
xgboost,25,3372,0.6720972833052363,0.29336969161711185,0.5172435967405843,0.4733249349687712,0.4711512340912357,0.4206402792743607,0.4515131519329728,0.4092869054187531,0.5167880248974198,0.2299747323862831,0.4684218539710075,0.26353092722770427,0.4613727523115023,0.25185915101411255
catboost,25,3372,0.6833158517225421,0.26525428961677655,0.5566978122031486,0.47065508627370894,0.47605881021741375,0.4098315644270353,0.4629978466491892,0.4012704725570625,0.5592831320620248,0.19848987636319526,0.4764128749837637,0.2544302136929155,0.4737408744224841,0.23879169946612297
