model,fold,cv,sample_weighting,train_rows,test_rows,train_groups,test_groups,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,balanced_grouped,patient_source,14844,5535,11,8,3240,2295,0.7951219512195122,0.7691237830319889,0.722875816993464,0.7452830188679245,0.7904233479991205,0.7845860566448801,0.7869660787902633
random_forest,2,balanced_grouped,patient_source,14218,6161,12,7,3737,2424,0.7695179354000974,0.641888072357264,0.9368811881188119,0.7618248909761824,0.7917789580238475,0.7989195879047364,0.769277225362305
random_forest,3,balanced_grouped,patient_source,11696,8683,15,4,4505,4178,0.6162616607163423,0.6256684491978609,0.5040689325035902,0.5583244962884412,0.6179875065248286,0.6121898491596752,0.6095430259898732
xgboost,1,balanced_grouped,patient_source,14844,5535,11,8,3240,2295,0.8003613369467028,0.7817234848484849,0.7193899782135076,0.7492625368731564,0.7967922127718907,0.7885530137981118,0.7917106621030947
xgboost,2,balanced_grouped,patient_source,14218,6161,12,7,3737,2424,0.7617269923713683,0.636493432324386,0.9195544554455446,0.7522780965237934,0.7815787958914145,0.7894534385871019,0.7613798237465746
xgboost,3,balanced_grouped,patient_source,11696,8683,15,4,4505,4178,0.6140734769089025,0.6212965679084775,0.5069411201531834,0.5583234480031634,0.6153505971889752,0.6101853214528403,0.607825186523312
catboost,1,balanced_grouped,patient_source,14844,5535,11,8,3240,2295,0.7998193315266486,0.78852698104035,0.7067538126361655,0.7454044117647058,0.7975124841947006,0.7862472766884532,0.7902371865313556
catboost,2,balanced_grouped,patient_source,14218,6161,12,7,3737,2424,0.767245577016718,0.6432291666666666,0.9170792079207921,0.7561224489795918,0.7844611637399876,0.7935677013647311,0.7667603862408049
catboost,3,balanced_grouped,patient_source,11696,8683,15,4,4505,4178,0.6152251525970287,0.6224758560140474,0.5090952608903782,0.5601053324555628,0.6164980875208863,0.6113733796127807,0.6090875654192665
