scope,threshold,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
same_patient,0.26,356,0.7415730337078652,0.041666666666666664,1.0,0.08,260,92,0,4
same_patient,0.27,356,0.7443820224719101,0.042105263157894736,1.0,0.08080808080808081,261,91,0,4
same_patient,0.28,356,0.7528089887640449,0.043478260869565216,1.0,0.08333333333333333,264,88,0,4
same_patient,0.29,356,0.7556179775280899,0.04395604395604396,1.0,0.08421052631578947,265,87,0,4
same_patient,0.3,356,0.7584269662921348,0.044444444444444446,1.0,0.0851063829787234,266,86,0,4
same_patient,0.31,356,0.7612359550561798,0.0449438202247191,1.0,0.08602150537634409,267,85,0,4
same_patient,0.32,356,0.7612359550561798,0.0449438202247191,1.0,0.08602150537634409,267,85,0,4
same_patient,0.33,356,0.7612359550561798,0.0449438202247191,1.0,0.08602150537634409,267,85,0,4
same_patient,0.34,356,0.7612359550561798,0.0449438202247191,1.0,0.08602150537634409,267,85,0,4
same_patient,0.35,356,0.7668539325842697,0.04597701149425287,1.0,0.08791208791208792,269,83,0,4
same_patient,0.36,356,0.7668539325842697,0.04597701149425287,1.0,0.08791208791208792,269,83,0,4
same_patient,0.37,356,0.7696629213483146,0.046511627906976744,1.0,0.08888888888888889,270,82,0,4
same_patient,0.38,356,0.7724719101123596,0.047058823529411764,1.0,0.0898876404494382,271,81,0,4
same_patient,0.39,356,0.7724719101123596,0.047058823529411764,1.0,0.0898876404494382,271,81,0,4
same_patient,0.4,356,0.7752808988764045,0.047619047619047616,1.0,0.09090909090909091,272,80,0,4
same_patient,0.41,356,0.7808988764044944,0.04878048780487805,1.0,0.09302325581395349,274,78,0,4
same_patient,0.42,356,0.7837078651685393,0.04938271604938271,1.0,0.09411764705882353,275,77,0,4
same_patient,0.43,356,0.7893258426966292,0.05063291139240506,1.0,0.0963855421686747,277,75,0,4
same_patient,0.44,356,0.7893258426966292,0.05063291139240506,1.0,0.0963855421686747,277,75,0,4
same_patient,0.45,356,0.7921348314606742,0.05128205128205128,1.0,0.0975609756097561,278,74,0,4
same_patient,0.46,356,0.7921348314606742,0.05128205128205128,1.0,0.0975609756097561,278,74,0,4
same_patient,0.47,356,0.7949438202247191,0.05194805194805195,1.0,0.09876543209876543,279,73,0,4
same_patient,0.48,356,0.797752808988764,0.05263157894736842,1.0,0.1,280,72,0,4
same_patient,0.49,356,0.800561797752809,0.05333333333333334,1.0,0.10126582278481013,281,71,0,4
same_patient,0.5,356,0.8033707865168539,0.05405405405405406,1.0,0.10256410256410256,282,70,0,4
same_patient,0.51,356,0.8033707865168539,0.05405405405405406,1.0,0.10256410256410256,282,70,0,4
same_patient,0.52,356,0.8061797752808989,0.0547945205479452,1.0,0.1038961038961039,283,69,0,4
same_patient,0.53,356,0.8089887640449438,0.05555555555555555,1.0,0.10526315789473684,284,68,0,4
same_patient,0.54,356,0.8089887640449438,0.05555555555555555,1.0,0.10526315789473684,284,68,0,4
same_patient,0.55,356,0.8117977528089888,0.056338028169014086,1.0,0.10666666666666667,285,67,0,4
same_patient,0.56,356,0.8117977528089888,0.056338028169014086,1.0,0.10666666666666667,285,67,0,4
same_patient,0.57,356,0.8117977528089888,0.056338028169014086,1.0,0.10666666666666667,285,67,0,4
same_patient,0.58,356,0.8174157303370787,0.057971014492753624,1.0,0.1095890410958904,287,65,0,4
same_patient,0.59,356,0.8174157303370787,0.057971014492753624,1.0,0.1095890410958904,287,65,0,4
same_patient,0.6,356,0.8174157303370787,0.057971014492753624,1.0,0.1095890410958904,287,65,0,4
same_patient,0.61,356,0.8202247191011236,0.058823529411764705,1.0,0.1111111111111111,288,64,0,4
same_patient,0.62,356,0.8230337078651685,0.05970149253731343,1.0,0.11267605633802817,289,63,0,4
same_patient,0.63,356,0.8258426966292135,0.06060606060606061,1.0,0.11428571428571428,290,62,0,4
same_patient,0.64,356,0.8258426966292135,0.06060606060606061,1.0,0.11428571428571428,290,62,0,4
same_patient,0.65,356,0.8258426966292135,0.06060606060606061,1.0,0.11428571428571428,290,62,0,4
same_patient,0.66,356,0.8286516853932584,0.06153846153846154,1.0,0.11594202898550725,291,61,0,4
same_patient,0.67,356,0.8314606741573034,0.0625,1.0,0.11764705882352941,292,60,0,4
same_patient,0.68,356,0.8314606741573034,0.0625,1.0,0.11764705882352941,292,60,0,4
same_patient,0.69,356,0.8426966292134831,0.06666666666666667,1.0,0.125,296,56,0,4
same_patient,0.7,356,0.8426966292134831,0.06666666666666667,1.0,0.125,296,56,0,4
same_patient,0.71,356,0.8426966292134831,0.06666666666666667,1.0,0.125,296,56,0,4
same_patient,0.72,356,0.8455056179775281,0.06779661016949153,1.0,0.12698412698412698,297,55,0,4
same_patient,0.73,356,0.848314606741573,0.06896551724137931,1.0,0.12903225806451613,298,54,0,4
same_patient,0.74,356,0.851123595505618,0.07017543859649122,1.0,0.13114754098360656,299,53,0,4
