model,folds,test_rows_total,accuracy_mean,accuracy_sd,precision_walking_mean,precision_walking_sd,recall_walking_mean,recall_walking_sd,f1_walking_mean,f1_walking_sd,precision_macro_mean,precision_macro_sd,recall_macro_mean,recall_macro_sd,f1_macro_mean,f1_macro_sd
random_forest,25,6744,0.6653178690972936,0.30368487299953967,0.5414496051245319,0.458356063408143,0.4238148794045626,0.4037838936468407,0.41850623074789356,0.39069699018856696,0.5756694045762412,0.17723774817174454,0.4727067143705843,0.2754810828019365,0.47333886375348905,0.25483765723930896
xgboost,25,6744,0.6647014686531781,0.2774094884302407,0.5371523712229697,0.46082351034881824,0.4552038167641094,0.40063987424585046,0.4476249106169915,0.3940568101386579,0.5310980644764931,0.18681764970390285,0.4497206771453825,0.24285363670874655,0.4528208810903751,0.22544254993395704
catboost,25,6744,0.668180023487801,0.27660958766335464,0.5369416442484768,0.46045211623799503,0.45585875793167063,0.41101830592184074,0.4459131475008868,0.39830255418662497,0.5369970180412708,0.18872786090675356,0.45178604453829335,0.24424404883216091,0.4560678112357391,0.22363325571346815
