model,fold,cv,train_rows,test_rows,train_groups,test_groups,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,balanced_grouped,15262,6162,11,8,4128,2034,0.6231742940603701,0.4496151154653603,0.6317600786627335,0.5253475061324612,0.6114601001055615,0.625351938556173,0.6064573913870056
random_forest,2,balanced_grouped,15122,6302,12,7,3864,2438,0.6474135195176135,0.5288770053475936,0.8113207547169812,0.6403366785367433,0.6746648883100186,0.6776583069651159,0.6472769604946399
random_forest,3,balanced_grouped,12464,8960,15,4,4357,4603,0.5824776785714286,0.6288105200239091,0.4570932000868998,0.5293747641212732,0.5918366814583387,0.586017336788917,0.5770933593949059
xgboost,1,balanced_grouped,15262,6162,11,8,4128,2034,0.6280428432327166,0.4547050561797753,0.6366764995083579,0.5305202785743548,0.6158558473415473,0.6302326295991403,0.6112692766158525
xgboost,2,balanced_grouped,15122,6302,12,7,3864,2438,0.6393208505236433,0.5232067510548524,0.7629204265791633,0.6207241782079093,0.6563976966049654,0.6621279151529357,0.6384516368274458
xgboost,3,balanced_grouped,12464,8960,15,4,4357,4603,0.5755580357142858,0.6237623762376238,0.4379752335433413,0.5146139119336312,0.5860606573925549,0.579442057900888,0.5687596084209554
catboost,1,balanced_grouped,15262,6162,11,8,4128,2034,0.6243102888672509,0.4467197572999621,0.5791543756145526,0.5043887818454292,0.601941438933669,0.6128572265669663,0.6009465142730348
catboost,2,balanced_grouped,15122,6302,12,7,3864,2438,0.6631228181529674,0.5452196382428941,0.7789171452009844,0.641445701739571,0.6770085420728482,0.6844896285011133,0.6618869987075829
catboost,3,balanced_grouped,12464,8960,15,4,4357,4603,0.5783482142857143,0.6181609853910054,0.4688246795568108,0.5332344946874228,0.5855478541875487,0.5814401111807465,0.5743721832280997
