model,folds,test_rows_total,accuracy_mean,accuracy_sd,precision_walking_mean,precision_walking_sd,recall_walking_mean,recall_walking_sd,f1_walking_mean,f1_walking_sd,precision_macro_mean,precision_macro_sd,recall_macro_mean,recall_macro_sd,f1_macro_mean,f1_macro_sd
random_forest,6,2857,0.5475730790997125,0.2532013127426707,0.5766960169407028,0.41622836532435203,0.44766684650405586,0.3720395345184777,0.39960606457646025,0.34237459268959747,0.6306702142481789,0.15858262978257953,0.5661066168348998,0.2607811617227008,0.49506176473458846,0.2597122265947909
xgboost,6,2857,0.5033973107841935,0.16549123363556542,0.5381558462816168,0.4379430954300102,0.41052565251900797,0.33898718946701273,0.34270820786035766,0.3105141473573619,0.5955084290278361,0.10907058125905486,0.5453976610853042,0.20908724251212862,0.45160434757952855,0.1892010902399748
catboost,6,2857,0.5322686577753095,0.17421506974572207,0.5521312819638706,0.44963560251477497,0.4296581602229443,0.3436377121063293,0.3664542389653184,0.33295693065514637,0.6064842555089512,0.12286488671396541,0.5507748326925593,0.2131352101360791,0.47080679038300116,0.1986726341381225
