scope,threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
new_patient,0.25,5,424,0.5754716981132075,0.0,0.0,0.0,244,180,0,0
new_patient,0.25,6,424,0.5872641509433962,0.0,0.0,0.0,249,175,0,0
new_patient,0.25,7,424,0.5872641509433962,0.0,0.0,0.0,249,175,0,0
new_patient,0.25,8,424,0.5872641509433962,0.0,0.0,0.0,249,175,0,0
new_patient,0.3,1,424,0.5542452830188679,0.0,0.0,0.0,235,189,0,0
new_patient,0.3,2,424,0.5683962264150944,0.0,0.0,0.0,241,183,0,0
new_patient,0.3,3,424,0.5731132075471698,0.0,0.0,0.0,243,181,0,0
new_patient,0.3,4,424,0.5801886792452831,0.0,0.0,0.0,246,178,0,0
new_patient,0.3,5,424,0.5801886792452831,0.0,0.0,0.0,246,178,0,0
new_patient,0.3,6,424,0.5919811320754716,0.0,0.0,0.0,251,173,0,0
new_patient,0.3,7,424,0.5919811320754716,0.0,0.0,0.0,251,173,0,0
new_patient,0.3,8,424,0.5919811320754716,0.0,0.0,0.0,251,173,0,0
new_patient,0.35,1,424,0.5636792452830188,0.0,0.0,0.0,239,185,0,0
new_patient,0.35,2,424,0.5731132075471698,0.0,0.0,0.0,243,181,0,0
new_patient,0.35,3,424,0.5825471698113207,0.0,0.0,0.0,247,177,0,0
new_patient,0.35,4,424,0.5825471698113207,0.0,0.0,0.0,247,177,0,0
new_patient,0.35,5,424,0.5825471698113207,0.0,0.0,0.0,247,177,0,0
new_patient,0.35,6,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.35,7,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.35,8,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.4,1,424,0.5731132075471698,0.0,0.0,0.0,243,181,0,0
new_patient,0.4,2,424,0.5801886792452831,0.0,0.0,0.0,246,178,0,0
new_patient,0.4,3,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.4,4,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.4,5,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.4,6,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.4,7,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.4,8,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.43,1,424,0.5778301886792453,0.0,0.0,0.0,245,179,0,0
new_patient,0.43,2,424,0.589622641509434,0.0,0.0,0.0,250,174,0,0
new_patient,0.43,3,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.43,4,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.43,5,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.43,6,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.43,7,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.43,8,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.45,1,424,0.5849056603773585,0.0,0.0,0.0,248,176,0,0
new_patient,0.45,2,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.45,3,424,0.5943396226415094,0.0,0.0,0.0,252,172,0,0
new_patient,0.45,4,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.45,5,424,0.6014150943396226,0.0,0.0,0.0,255,169,0,0
new_patient,0.45,6,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.45,7,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.45,8,424,0.625,0.0,0.0,0.0,265,159,0,0
new_patient,0.5,1,424,0.5966981132075472,0.0,0.0,0.0,253,171,0,0
new_patient,0.5,2,424,0.6061320754716981,0.0,0.0,0.0,257,167,0,0
