scope,segments,threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
same_patient,4,0.43,8,356,0.46348314606741575,0.020512820512820513,1.0,0.04020100502512563,161,191,0,4
