threshold,accuracy,precision_walking,recall_walking,f1_walking,f1_macro,false_positive_rate,false_negative_rate,tp,tn,fp,fn
0.35,0.74644128113879,0.6904553415061296,0.9142028985507247,0.7867298578199052,0.7370577991110495,0.42926533090467517,0.08579710144927537,1577,940,707,148
0.36,0.7455516014234875,0.6905494505494505,0.9107246376811594,0.7855,0.7364088921282799,0.42744383727990287,0.08927536231884058,1571,943,704,154
0.37,0.7455516014234875,0.6910533274570295,0.9089855072463768,0.785177766649975,0.7365888833249874,0.4256223436551305,0.0910144927536232,1568,946,701,157
0.38,0.7476275207591934,0.6931918656056587,0.9089855072463768,0.7865563080010033,0.7389437325278865,0.42137219186399516,0.0910144927536232,1568,953,694,157
0.39,0.7473309608540926,0.6937416777629827,0.9060869565217391,0.7858220211161387,0.7388979953736876,0.41894353369763204,0.09391304347826086,1563,957,690,162
0.4,0.7476275207591934,0.6947415329768271,0.903768115942029,0.7855883093978332,0.7394608213655833,0.4159077109896782,0.09623188405797102,1559,962,685,166
0.41,0.7491103202846975,0.6969968623935455,0.9014492753623189,0.7861476238624874,0.7413521476557774,0.41044323011536127,0.09855072463768116,1555,971,676,170
0.42,0.7494068801897983,0.6983769161406672,0.8979710144927536,0.7856961704286076,0.7420090991379025,0.40619307832422585,0.10202898550724637,1549,978,669,176
0.43,0.7494068801897983,0.6989150090415913,0.896231884057971,0.7853695707391415,0.742168219641035,0.40437158469945356,0.10376811594202899,1546,981,666,179
0.44,0.748220640569395,0.6990909090909091,0.8915942028985507,0.7836942675159235,0.7412618198168479,0.4019429265330905,0.10840579710144928,1538,985,662,187
0.45,0.748220640569395,0.6996353691886964,0.8898550724637682,0.7833631028323552,0.7414160646905139,0.40012143290831814,0.11014492753623188,1535,988,659,190
0.46,0.7479240806642942,0.7005960568546539,0.8857971014492754,0.7823860727086533,0.7414396889265606,0.39647844565877355,0.11420289855072464,1528,994,653,197
0.47,0.75,0.7037892791127541,0.8828985507246376,0.783234764721008,0.7439816555654076,0.38919247115968425,0.11710144927536231,1523,1006,641,202
0.48,0.7502965599051008,0.7054443927408097,0.878840579710145,0.7826535880227156,0.7446368985409745,0.3843351548269581,0.12115942028985507,1516,1014,633,209
0.49,0.7502965599051008,0.7069854664791374,0.8742028985507246,0.7817522032141005,0.7449994557304044,0.37947783849423194,0.12579710144927536,1508,1022,625,217
0.5,0.7514827995255041,0.7096926713947991,0.8701449275362318,0.7817708333333333,0.7466016701101928,0.37279902853673347,0.12985507246376812,1501,1033,614,224
0.51,0.751779359430605,0.7120343839541547,0.8643478260869565,0.7808326787117046,0.7473394162789292,0.366120218579235,0.1356521739130435,1491,1044,603,234
0.52,0.7497034400948992,0.7131107885824867,0.8544927536231884,0.7774261603375527,0.745759150629481,0.3600485731633273,0.1455072463768116,1474,1054,593,251
0.53,0.7485172004744959,0.714006832601269,0.8481159420289855,0.775304716481187,0.7448914154796508,0.35579842137219186,0.15188405797101448,1463,1061,586,262
0.54,0.7455516014234875,0.7142857142857143,0.8376811594202899,0.7710779082177162,0.7423480328805536,0.3509411050394657,0.16231884057971013,1445,1069,578,280
0.55,0.7431791221826809,0.714214463840399,0.8301449275362319,0.767828418230563,0.7402513026786525,0.34790528233151186,0.1698550724637681,1432,1074,573,293
0.56,0.7390272835112692,0.7141409021794222,0.8168115942028985,0.7620335316387237,0.7365650258324938,0.3424408014571949,0.18318840579710144,1409,1083,564,316
0.57,0.7351720047449585,0.7131147540983607,0.8069565217391305,0.7571389719880337,0.7329874840377077,0.3400121432908318,0.19304347826086957,1392,1087,560,333
0.58,0.734282325029656,0.7151011935651271,0.7988405797101449,0.7546549835706462,0.7324374529754913,0.3333333333333333,0.20115942028985506,1378,1098,549,347
0.59,0.7345788849347569,0.7181913774973712,0.7918840579710145,0.7532395919492694,0.7330522630904512,0.3254401942926533,0.2081159420289855,1366,1111,536,359
0.6,0.7354685646500593,0.7216604576902608,0.7860869565217391,0.7524972253052165,0.7342103960920987,0.3175470552519733,0.21391304347826087,1356,1124,523,369
0.61,0.7339857651245552,0.7230603448275862,0.7779710144927536,0.7495113096900308,0.7329598913293657,0.31208257437765635,0.22202898550724637,1342,1133,514,383
0.62,0.7345788849347569,0.7272727272727273,0.7698550724637682,0.7479583215995494,0.7338288319554277,0.302367941712204,0.2301449275362319,1328,1149,498,397
0.63,0.7322064056939501,0.728587319243604,0.7594202898550725,0.7436843599205223,0.7316683209102767,0.2962962962962963,0.24057971014492754,1310,1159,488,415
0.64,0.7283511269276394,0.7276308384918402,0.7495652173913043,0.7384351798972016,0.7279467694674164,0.2938676381299332,0.25043478260869567,1293,1163,484,432
0.65,0.7244958481613286,0.7276887871853547,0.7373913043478261,0.7325079182263173,0.724248456208848,0.28901032179720704,0.26260869565217393,1272,1171,476,453
0.66,0.7212336892052195,0.7304756312389901,0.721159420289855,0.7257876312718786,0.7211567830665786,0.2786885245901639,0.2788405797101449,1244,1188,459,481
0.67,0.7197508896797153,0.734093637454982,0.7089855072463768,0.7213211442052492,0.7197419917268417,0.2689738919247116,0.2910144927536232,1223,1204,443,502
0.68,0.7173784104389087,0.7379778051787916,0.6939130434782609,0.7152674036450553,0.7173628746220566,0.2580449301760777,0.3060869565217391,1197,1222,425,528
0.69,0.716785290628707,0.742749054224464,0.6828985507246377,0.7115675022651767,0.7166925772322097,0.24772313296903462,0.3171014492753623,1178,1239,408,547
0.7,0.7120403321470937,0.7480263157894737,0.6591304347826087,0.7007704160246533,0.7116312783181282,0.23254401942926534,0.3408695652173913,1137,1264,383,588
0.71,0.7111506524317912,0.7595024187975121,0.6371014492753623,0.692938209331652,0.7101309187755684,0.21129326047358835,0.36289855072463767,1099,1299,348,626
0.72,0.7078884934756821,0.7654232424677188,0.6185507246376811,0.6841936518114781,0.7062347569402219,0.19854280510018216,0.3814492753623188,1067,1320,327,658
0.73,0.6995848161328588,0.7701062215477997,0.5884057971014492,0.6671048307591193,0.6966975112995812,0.18397085610200364,0.4115942028985507,1015,1344,303,710
0.74,0.6921708185053381,0.7741420590582602,0.5623188405797102,0.6514439220953661,0.6879099589234132,0.17182756527018822,0.43768115942028984,970,1364,283,755
0.75,0.6883155397390273,0.7915224913494809,0.5304347826086957,0.6351961124609511,0.6815638858965383,0.14632665452337584,0.46956521739130436,915,1406,241,810
0.76,0.6838671411625148,0.8065116279069767,0.5026086956521739,0.6192857142857143,0.6745008693132426,0.12629022465088038,0.4973913043478261,867,1439,208,858
0.77,0.6811981020166074,0.8237051792828686,0.47942028985507246,0.6060828142176622,0.6691684307701014,0.10746812386156648,0.5205797101449275,827,1470,177,898
0.78,0.6823843416370107,0.8523706896551724,0.45855072463768115,0.5963060686015831,0.6672559431250399,0.08318154219793564,0.5414492753623188,791,1510,137,934
0.79,0.6803084223013048,0.8766006984866124,0.4365217391304348,0.5828173374613003,0.6618413610383425,0.06435944140862174,0.5634782608695652,753,1541,106,972
0.8,0.6755634638196916,0.8938826466916354,0.41507246376811596,0.566904196357878,0.6537697842860988,0.05160898603521554,0.5849275362318841,716,1562,85,1009
0.81,0.6687425860023725,0.9,0.39652173913043476,0.5505030181086519,0.6441174400240371,0.0461445051608986,0.6034782608695652,684,1571,76,1041
0.82,0.6589561091340451,0.9032258064516129,0.37333333333333335,0.5283018867924528,0.6306163405165237,0.04189435336976321,0.6266666666666667,644,1578,69,1081
0.83,0.6571767497034401,0.9317147192716236,0.35594202898550725,0.5151006711409396,0.6249815282310203,0.0273224043715847,0.6440579710144928,614,1602,45,1111
0.84,0.650355871886121,0.9431818181818182,0.3368115942028985,0.496369073045707,0.6142985496956902,0.021250758955676987,0.6631884057971015,581,1612,35,1144
0.85,0.6456109134045077,0.9506802721088435,0.32405797101449274,0.4833549502810203,0.6068320677832545,0.017607771706132362,0.6759420289855073,559,1618,29,1166
0.86,0.6393831553973903,0.9552772808586762,0.3095652173913043,0.46760070052539404,0.59747748030754,0.015179113539769277,0.6904347826086956,534,1622,25,1191
0.87,0.6331553973902728,0.960377358490566,0.29507246376811597,0.4514412416851441,0.5879393778040334,0.012750455373406194,0.7049275362318841,509,1626,21,1216
0.88,0.6281138790035588,0.9681908548707754,0.28231884057971013,0.4371633752244165,0.5797420064784615,0.009714632665452338,0.7176811594202899,487,1631,16,1238
0.89,0.6236654804270463,0.9935064935064936,0.26608695652173914,0.41975308641975306,0.5706402035127074,0.0018214936247723133,0.7339130434782609,459,1644,3,1266
0.9,0.617141162514828,0.9954337899543378,0.2527536231884058,0.4031437817845585,0.5606637922238662,0.0012143290831815423,0.7472463768115942,436,1645,2,1289
0.91,0.6079478054567022,0.995085995085995,0.23478260869565218,0.3799249530956848,0.5466407072503576,0.0012143290831815423,0.7652173913043478,405,1645,2,1320
0.92,0.6011269276393831,0.9973821989528796,0.22086956521739132,0.3616516373991457,0.5357967050485053,0.0006071645415907711,0.7791304347826087,381,1646,1,1344
0.93,0.5946026097271648,1.0,0.20753623188405798,0.34373499759961595,0.5252251473730755,0.0,0.792463768115942,358,1647,0,1367
0.94,0.5862989323843416,1.0,0.19130434782608696,0.32116788321167883,0.5118315423735937,0.0,0.808695652173913,330,1647,0,1395
0.95,0.5726571767497034,1.0,0.1646376811594203,0.282727725236436,0.4891991318896013,0.0,0.8353623188405798,284,1647,0,1441
