threshold,accuracy,precision_walking,recall_walking,f1_walking,f1_macro,false_positive_rate,false_negative_rate,tp,tn,fp,fn
0.73,0.7011697979439915,0.5162635529608006,0.35884057971014494,0.42339261285909713,0.6108589858553859,0.14807250446770487,0.6411594202898551,619,3337,580,1106
0.74,0.7020560085076214,0.5192307692307693,0.3443478260869565,0.4140815615196933,0.6071596161727997,0.1404135818228236,0.6556521739130434,594,3367,550,1131
0.75,0.7017015242821695,0.5192307692307693,0.32869565217391306,0.402555910543131,0.6018921043208155,0.1340311462854225,0.671304347826087,567,3392,525,1158
0.76,0.7038284296348812,0.525911708253359,0.31768115942028985,0.39609685580050596,0.5999505060968011,0.1261169262190452,0.6823188405797102,548,3423,494,1177
0.77,0.7050691244239631,0.5310274669379451,0.3026086956521739,0.38552437223042835,0.5957472607420798,0.11769211130967577,0.697391304347826,522,3456,461,1203
0.78,0.7054236086494151,0.5338345864661654,0.2881159420289855,0.3742469879518072,0.590809168523887,0.11079908092928262,0.7118840579710145,497,3483,434,1228
0.79,0.7075505140021269,0.5431530494821634,0.2736231884057971,0.36391673091750193,0.5870216565979914,0.10135307633392902,0.7263768115942029,472,3520,397,1253
0.8,0.707196029776675,0.5448954489544895,0.25681159420289856,0.3490937746256895,0.5801037132904345,0.09446004595353587,0.7431884057971014,443,3547,370,1282
0.81,0.706487061325771,0.5446313065976714,0.24405797101449275,0.33706965572457964,0.5742939901659547,0.0898646923666071,0.7559420289855072,421,3565,352,1304
0.82,0.707196029776675,0.5500685871056241,0.23246376811594202,0.32681336593317034,0.5698619491047505,0.08373755425070206,0.767536231884058,401,3589,328,1324
0.83,0.7068415455512229,0.5516739446870451,0.21971014492753624,0.3142620232172471,0.5639164038538895,0.07863160582078121,0.7802898550724637,379,3609,308,1346
0.84,0.7032967032967034,0.5401574803149606,0.19884057971014493,0.29067796610169494,0.5515469615358317,0.07454684707684453,0.8011594202898551,343,3625,292,1382
0.85,0.6992201347040057,0.5234899328859061,0.1808695652173913,0.2688496337785437,0.5397578527031734,0.07250446770487617,0.8191304347826087,312,3633,284,1413
0.86,0.6972704714640199,0.5152057245080501,0.16695652173913045,0.2521891418563923,0.5312056820393072,0.06918560122542762,0.8330434782608696,288,3646,271,1437
0.87,0.6942573555476781,0.5,0.15246376811594203,0.23367392270102177,0.52135373318711,0.06714322185345928,0.847536231884058,263,3654,263,1462
0.88,0.6905352711804325,0.47835051546391755,0.1344927536231884,0.20995475113122172,0.5087684269211321,0.06459024763849885,0.8655072463768116,232,3664,253,1493
0.89,0.6868131868131868,0.4533333333333333,0.11826086956521739,0.18758620689655173,0.4968011175003123,0.06280316568802655,0.8817391304347826,204,3671,246,1521
0.9,0.6853952499113789,0.44019138755980863,0.10666666666666667,0.17172188520765283,0.48877090869068784,0.059739596630074034,0.8933333333333333,184,3683,234,1541
0.91,0.6822048918823113,0.4114583333333333,0.09159420289855072,0.14983404457088667,0.477205850623318,0.05769721725810569,0.9084057971014493,158,3691,226,1567
0.92,0.6802552286423255,0.3868194842406877,0.0782608695652174,0.13018322082931533,0.46715458544180205,0.05463364820015318,0.9217391304347826,135,3703,214,1590
0.93,0.6799007444168734,0.36454849498327757,0.06318840579710144,0.10770750988142293,0.4563375562366078,0.048506510084248146,0.9368115942028985,109,3727,190,1616
0.94,0.6784828075150656,0.32950191570881227,0.049855072463768114,0.0866062437059416,0.44575526209818483,0.0446770487618075,0.9501449275362319,86,3742,175,1639
0.95,0.6781283232896136,0.30131004366812225,0.04,0.07062436028659161,0.4379917085462969,0.04084758743936686,0.96,69,3757,160,1656
