model,fold,train_rows,test_rows,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,862,431,256,175,0.7378190255220418,0.6371681415929203,0.8228571428571428,0.7182044887780549,0.7429743146988992,0.7512723214285715,0.736542591460611
random_forest,2,862,431,255,176,0.728538283062645,0.6384976525821596,0.7727272727272727,0.699228791773779,0.7275057070250248,0.7353832442067736,0.7259357489524285
random_forest,3,862,431,255,176,0.7517401392111369,0.6733668341708543,0.7613636363636364,0.7146666666666667,0.7461661757061169,0.7532308377896613,0.7474770704996578
xgboost,1,862,431,256,175,0.7587006960556845,0.6766169154228856,0.7771428571428571,0.723404255319149,0.7535258490157906,0.7616183035714286,0.7547062428859119
xgboost,2,862,431,255,176,0.7749419953596288,0.6965174129353234,0.7954545454545454,0.7427055702917772,0.7699978369024443,0.7781194295900178,0.7713527851458886
xgboost,3,862,431,255,176,0.7517401392111369,0.6927374301675978,0.7045454545454546,0.6985915492957746,0.7431941119091957,0.7444295900178253,0.743773092202128
catboost,1,862,431,256,175,0.7749419953596288,0.6875,0.8171428571428572,0.7467362924281984,0.7720011210762332,0.7816183035714286,0.7721155366107588
catboost,2,862,431,255,176,0.7470997679814385,0.6717948717948717,0.7443181818181818,0.706199460916442,0.7405584528465884,0.7466688948306595,0.7421017671180988
catboost,3,862,431,255,176,0.7517401392111369,0.6949152542372882,0.6988636363636364,0.6968838526912181,0.7431269184572268,0.7435494652406417,0.7433338713357859
