model,accuracy_mean,accuracy_sd,precision_walking_mean,precision_walking_sd,recall_walking_mean,recall_walking_sd,f1_walking_mean,f1_walking_sd,precision_macro_mean,precision_macro_sd,recall_macro_mean,recall_macro_sd,f1_macro_mean,f1_macro_sd
random_forest,0.7472346045897309,0.005872602414341207,0.7112437017394063,0.013363037882985885,0.7090427544457056,0.015115387329124584,0.709971688877791,0.004962578660492565,0.7432711766475301,0.00579445570279558,0.7429220802105506,0.004742053049765519,0.7429547808174641,0.0052916814314353045
xgboost,0.7970117219745748,0.0021062160842287288,0.7504438753402051,0.003288469857240618,0.8013620885357549,0.01365631034678316,0.7750092649102984,0.004727949955375849,0.794116007980772,0.0025854908444592093,0.7975029540511228,0.003378701894798939,0.7950406130913721,0.002503403446557308
catboost,0.7977546640250951,0.001611294477129249,0.7543301754116561,0.0024163345694421766,0.7956867196367764,0.010403123030546718,0.7744227278092107,0.0036583046109016585,0.7945994408230451,0.0018906297327761017,0.7975211571236019,0.002597200037530951,0.7955613445641257,0.001940566300432555
