threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp
0.58,10,1205,0.5858921161825726,0.4790794979079498,0.4780793319415449,0.4785788923719958,0.6570247933884298,0.34297520661157027,477,249,250,229
0.59,1,1205,0.5858921161825726,0.48322147651006714,0.6012526096033403,0.5358139534883721,0.5757575757575758,0.42424242424242425,418,308,191,288
0.59,2,1205,0.5858921161825726,0.4827586206896552,0.5845511482254697,0.5288007554296507,0.5867768595041323,0.4132231404958678,426,300,199,280
0.59,3,1205,0.5842323651452282,0.48014440433212996,0.5553235908141962,0.5150048402710552,0.6033057851239669,0.39669421487603307,438,288,213,266
0.59,4,1205,0.5867219917012448,0.4827586206896552,0.5553235908141962,0.516504854368932,0.6074380165289256,0.3925619834710744,441,285,213,266
0.59,5,1205,0.583402489626556,0.4789762340036563,0.5469728601252609,0.5107212475633528,0.6074380165289256,0.3925619834710744,441,285,217,262
0.59,6,1205,0.583402489626556,0.47731755424063116,0.5052192066805845,0.4908722109533469,0.6349862258953168,0.3650137741046832,461,265,237,242
0.59,7,1205,0.5784232365145229,0.47105788423153694,0.49269311064718163,0.4816326530612245,0.6349862258953168,0.3650137741046832,461,265,243,236
0.59,8,1205,0.5784232365145229,0.4702258726899384,0.4780793319415449,0.474120082815735,0.6446280991735537,0.35537190082644626,468,258,250,229
0.59,9,1205,0.5784232365145229,0.4702258726899384,0.4780793319415449,0.474120082815735,0.6446280991735537,0.35537190082644626,468,258,250,229
0.59,10,1205,0.5858921161825726,0.4790794979079498,0.4780793319415449,0.4785788923719958,0.6570247933884298,0.34297520661157027,477,249,250,229
0.6,1,1205,0.5842323651452282,0.4814189189189189,0.5949895615866388,0.5322128851540616,0.5771349862258953,0.4228650137741047,419,307,194,285
0.6,2,1205,0.5842323651452282,0.4809027777777778,0.5782881002087683,0.5251184834123223,0.5881542699724518,0.4118457300275482,427,299,202,277
0.6,3,1205,0.5809128630705395,0.4762773722627737,0.5448851774530271,0.5082765335929893,0.6046831955922864,0.3953168044077135,439,287,218,261
0.6,4,1205,0.5883817427385892,0.4842300556586271,0.5448851774530271,0.5127701375245579,0.6170798898071626,0.38292011019283745,448,278,218,261
0.6,5,1205,0.5850622406639004,0.4803738317757009,0.5365344467640919,0.5069033530571992,0.6170798898071626,0.38292011019283745,448,278,222,257
0.6,6,1205,0.5892116182572614,0.484,0.5052192066805845,0.4943820224719101,0.6446280991735537,0.35537190082644626,468,258,237,242
0.6,7,1205,0.5842323651452282,0.4777327935222672,0.49269311064718163,0.4850976361767729,0.6446280991735537,0.35537190082644626,468,258,243,236
0.6,8,1205,0.5784232365145229,0.4702258726899384,0.4780793319415449,0.474120082815735,0.6446280991735537,0.35537190082644626,468,258,250,229
