enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.65,0.4,4,2,388,0.38144329896907214,0.0,0.0,0.0,0.39361702127659576,0.6063829787234043,148,228,12,0,same_patient,4
0.65,0.4,4,3,388,0.327319587628866,0.0,0.0,0.0,0.3377659574468085,0.6622340425531915,127,249,12,0,same_patient,4
0.65,0.4,4,4,388,0.01288659793814433,0.0,0.0,0.0,0.013297872340425532,0.9867021276595744,5,371,12,0,same_patient,4
0.65,0.4,4,5,388,0.01288659793814433,0.0,0.0,0.0,0.013297872340425532,0.9867021276595744,5,371,12,0,same_patient,4
0.65,0.45,1,1,388,0.3427835051546392,0.0449438202247191,1.0,0.08602150537634409,0.32180851063829785,0.6781914893617021,121,255,0,12,same_patient,4
0.65,0.45,1,2,388,0.2654639175257732,0.04040404040404041,1.0,0.07766990291262135,0.24202127659574468,0.7579787234042553,91,285,0,12,same_patient,4
0.65,0.45,1,3,388,0.2422680412371134,0.0392156862745098,1.0,0.07547169811320754,0.21808510638297873,0.7819148936170213,82,294,0,12,same_patient,4
0.65,0.45,1,4,388,0.18041237113402062,0.03636363636363636,1.0,0.07017543859649122,0.15425531914893617,0.8457446808510638,58,318,0,12,same_patient,4
0.65,0.45,1,5,388,0.030927835051546393,0.030927835051546393,1.0,0.06,0.0,1.0,0,376,0,12,same_patient,4
0.65,0.45,2,1,388,0.43041237113402064,0.05150214592274678,1.0,0.09795918367346938,0.4122340425531915,0.5877659574468085,155,221,0,12,same_patient,4
0.65,0.45,2,2,388,0.36597938144329895,0.046511627906976744,1.0,0.08888888888888889,0.34574468085106386,0.6542553191489362,130,246,0,12,same_patient,4
0.65,0.45,2,3,388,0.3427835051546392,0.0449438202247191,1.0,0.08602150537634409,0.32180851063829785,0.6781914893617021,121,255,0,12,same_patient,4
0.65,0.45,2,4,388,0.20618556701030927,0.0375,1.0,0.07228915662650602,0.18085106382978725,0.8191489361702128,68,308,0,12,same_patient,4
0.65,0.45,2,5,388,0.030927835051546393,0.030927835051546393,1.0,0.06,0.0,1.0,0,376,0,12,same_patient,4
0.65,0.45,3,1,388,0.45618556701030927,0.053811659192825115,1.0,0.10212765957446808,0.43882978723404253,0.5611702127659575,165,211,0,12,same_patient,4
0.65,0.45,3,2,388,0.4252577319587629,0.05106382978723404,1.0,0.09716599190283401,0.40691489361702127,0.5930851063829787,153,223,0,12,same_patient,4
0.65,0.45,3,3,388,0.4020618556701031,0.04918032786885246,1.0,0.09375,0.3829787234042553,0.6170212765957447,144,232,0,12,same_patient,4
0.65,0.45,3,4,388,0.20618556701030927,0.0375,1.0,0.07228915662650602,0.18085106382978725,0.8191489361702128,68,308,0,12,same_patient,4
0.65,0.45,3,5,388,0.030927835051546393,0.030927835051546393,1.0,0.06,0.0,1.0,0,376,0,12,same_patient,4
0.65,0.45,4,1,388,0.45103092783505155,0.0,0.0,0.0,0.4654255319148936,0.5345744680851063,175,201,12,0,same_patient,4
0.65,0.45,4,2,388,0.4072164948453608,0.0,0.0,0.0,0.42021276595744683,0.5797872340425532,158,218,12,0,same_patient,4
