enter_threshold,exit_threshold,enter_run_windows,exit_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,specificity_not_walking,false_positive_rate,tn,fp,fn,tp,scope,segments
0.7,0.55,1,2,388,0.4097938144329897,0.04219409282700422,0.8333333333333334,0.08032128514056225,0.3962765957446808,0.6037234042553191,149,227,2,10,same_patient,4
0.7,0.55,1,3,388,0.38144329896907214,0.04032258064516129,0.8333333333333334,0.07692307692307693,0.3670212765957447,0.6329787234042553,138,238,2,10,same_patient,4
0.7,0.55,1,4,388,0.38144329896907214,0.04032258064516129,0.8333333333333334,0.07692307692307693,0.3670212765957447,0.6329787234042553,138,238,2,10,same_patient,4
0.7,0.55,1,5,388,0.33505154639175255,0.03759398496240601,0.8333333333333334,0.07194244604316546,0.3191489361702128,0.6808510638297872,120,256,2,10,same_patient,4
0.7,0.55,2,1,388,0.5618556701030928,0.0,0.0,0.0,0.5797872340425532,0.42021276595744683,218,158,12,0,same_patient,4
0.7,0.55,2,2,388,0.4484536082474227,0.0,0.0,0.0,0.4627659574468085,0.5372340425531915,174,202,12,0,same_patient,4
0.7,0.55,2,3,388,0.4484536082474227,0.0,0.0,0.0,0.4627659574468085,0.5372340425531915,174,202,12,0,same_patient,4
0.7,0.55,2,4,388,0.4484536082474227,0.0,0.0,0.0,0.4627659574468085,0.5372340425531915,174,202,12,0,same_patient,4
0.7,0.55,2,5,388,0.3865979381443299,0.0,0.0,0.0,0.39893617021276595,0.601063829787234,150,226,12,0,same_patient,4
0.7,0.55,3,1,388,0.7139175257731959,0.0,0.0,0.0,0.7367021276595744,0.2632978723404255,277,99,12,0,same_patient,4
0.7,0.55,3,2,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,3,3,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,3,4,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,3,5,388,0.3943298969072165,0.0,0.0,0.0,0.40691489361702127,0.5930851063829787,153,223,12,0,same_patient,4
0.7,0.55,4,1,388,0.8865979381443299,0.0,0.0,0.0,0.9148936170212766,0.0851063829787234,344,32,12,0,same_patient,4
0.7,0.55,4,2,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,4,3,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,4,4,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.7,0.55,4,5,388,0.3943298969072165,0.0,0.0,0.0,0.40691489361702127,0.5930851063829787,153,223,12,0,same_patient,4
0.7,0.6,1,1,388,0.5721649484536082,0.03614457831325301,0.5,0.06741573033707865,0.574468085106383,0.425531914893617,216,160,6,6,same_patient,4
0.7,0.6,1,2,388,0.4381443298969072,0.036036036036036036,0.6666666666666666,0.06837606837606838,0.4308510638297872,0.5691489361702128,162,214,4,8,same_patient,4
0.7,0.6,1,3,388,0.41494845360824745,0.0425531914893617,0.8333333333333334,0.08097165991902834,0.4015957446808511,0.598404255319149,151,225,2,10,same_patient,4
0.7,0.6,1,4,388,0.4072164948453608,0.04201680672268908,0.8333333333333334,0.08,0.39361702127659576,0.6063829787234043,148,228,2,10,same_patient,4
0.7,0.6,1,5,388,0.4072164948453608,0.04201680672268908,0.8333333333333334,0.08,0.39361702127659576,0.6063829787234043,148,228,2,10,same_patient,4
0.7,0.6,2,1,388,0.7319587628865979,0.0,0.0,0.0,0.7553191489361702,0.24468085106382978,284,92,12,0,same_patient,4
0.7,0.6,2,2,388,0.4896907216494845,0.0,0.0,0.0,0.5053191489361702,0.4946808510638298,190,186,12,0,same_patient,4
0.7,0.6,2,3,388,0.47164948453608246,0.0,0.0,0.0,0.4867021276595745,0.5132978723404256,183,193,12,0,same_patient,4
0.7,0.6,2,4,388,0.4536082474226804,0.0,0.0,0.0,0.46808510638297873,0.5319148936170213,176,200,12,0,same_patient,4
0.7,0.6,2,5,388,0.4536082474226804,0.0,0.0,0.0,0.46808510638297873,0.5319148936170213,176,200,12,0,same_patient,4
0.7,0.6,3,1,388,0.8788659793814433,0.0,0.0,0.0,0.9069148936170213,0.09308510638297872,341,35,12,0,same_patient,4
0.7,0.6,3,2,388,0.5128865979381443,0.0,0.0,0.0,0.5292553191489362,0.47074468085106386,199,177,12,0,same_patient,4
0.7,0.6,3,3,388,0.4793814432989691,0.0,0.0,0.0,0.4946808510638298,0.5053191489361702,186,190,12,0,same_patient,4
0.7,0.6,3,4,388,0.46134020618556704,0.0,0.0,0.0,0.47606382978723405,0.523936170212766,179,197,12,0,same_patient,4
0.7,0.6,3,5,388,0.46134020618556704,0.0,0.0,0.0,0.47606382978723405,0.523936170212766,179,197,12,0,same_patient,4
0.7,0.6,4,1,388,0.9484536082474226,0.0,0.0,0.0,0.9787234042553191,0.02127659574468085,368,8,12,0,same_patient,4
0.7,0.6,4,2,388,0.9407216494845361,0.0,0.0,0.0,0.9707446808510638,0.02925531914893617,365,11,12,0,same_patient,4
0.7,0.6,4,3,388,0.6649484536082474,0.0,0.0,0.0,0.6861702127659575,0.31382978723404253,258,118,12,0,same_patient,4
0.7,0.6,4,4,388,0.46134020618556704,0.0,0.0,0.0,0.47606382978723405,0.523936170212766,179,197,12,0,same_patient,4
0.7,0.6,4,5,388,0.46134020618556704,0.0,0.0,0.0,0.47606382978723405,0.523936170212766,179,197,12,0,same_patient,4
0.7,0.65,1,1,388,0.6675257731958762,0.024390243902439025,0.25,0.044444444444444446,0.6808510638297872,0.3191489361702128,256,120,9,3,same_patient,4
0.7,0.65,1,2,388,0.5438144329896907,0.04419889502762431,0.6666666666666666,0.08290155440414508,0.5398936170212766,0.4601063829787234,203,173,4,8,same_patient,4
0.7,0.65,1,3,388,0.4845360824742268,0.0392156862745098,0.6666666666666666,0.07407407407407407,0.4787234042553192,0.5212765957446809,180,196,4,8,same_patient,4
0.7,0.65,1,4,388,0.42783505154639173,0.035398230088495575,0.6666666666666666,0.06722689075630252,0.42021276595744683,0.5797872340425532,158,218,4,8,same_patient,4
0.7,0.65,1,5,388,0.42783505154639173,0.035398230088495575,0.6666666666666666,0.06722689075630252,0.42021276595744683,0.5797872340425532,158,218,4,8,same_patient,4
0.7,0.65,2,1,388,0.7989690721649485,0.0,0.0,0.0,0.824468085106383,0.17553191489361702,310,66,12,0,same_patient,4
0.7,0.65,2,2,388,0.7190721649484536,0.0,0.0,0.0,0.7420212765957447,0.2579787234042553,279,97,12,0,same_patient,4
0.7,0.65,2,3,388,0.6469072164948454,0.0,0.0,0.0,0.6675531914893617,0.3324468085106383,251,125,12,0,same_patient,4
0.7,0.65,2,4,388,0.48711340206185566,0.0,0.0,0.0,0.5026595744680851,0.4973404255319149,189,187,12,0,same_patient,4
0.7,0.65,2,5,388,0.48711340206185566,0.0,0.0,0.0,0.5026595744680851,0.4973404255319149,189,187,12,0,same_patient,4
0.7,0.65,3,1,388,0.884020618556701,0.0,0.0,0.0,0.9122340425531915,0.08776595744680851,343,33,12,0,same_patient,4
0.7,0.65,3,2,388,0.8608247422680413,0.0,0.0,0.0,0.8882978723404256,0.11170212765957446,334,42,12,0,same_patient,4
0.7,0.65,3,3,388,0.6881443298969072,0.0,0.0,0.0,0.7101063829787234,0.2898936170212766,267,109,12,0,same_patient,4
0.7,0.65,3,4,388,0.5025773195876289,0.0,0.0,0.0,0.5186170212765957,0.48138297872340424,195,181,12,0,same_patient,4
0.7,0.65,3,5,388,0.5025773195876289,0.0,0.0,0.0,0.5186170212765957,0.48138297872340424,195,181,12,0,same_patient,4
0.7,0.65,4,1,388,0.9484536082474226,0.0,0.0,0.0,0.9787234042553191,0.02127659574468085,368,8,12,0,same_patient,4
0.7,0.65,4,2,388,0.9407216494845361,0.0,0.0,0.0,0.9707446808510638,0.02925531914893617,365,11,12,0,same_patient,4
0.7,0.65,4,3,388,0.7525773195876289,0.0,0.0,0.0,0.776595744680851,0.22340425531914893,292,84,12,0,same_patient,4
0.7,0.65,4,4,388,0.5025773195876289,0.0,0.0,0.0,0.5186170212765957,0.48138297872340424,195,181,12,0,same_patient,4
0.7,0.65,4,5,388,0.5025773195876289,0.0,0.0,0.0,0.5186170212765957,0.48138297872340424,195,181,12,0,same_patient,4
0.75,0.4,1,1,388,0.4484536082474227,0.0,0.0,0.0,0.4627659574468085,0.5372340425531915,174,202,12,0,same_patient,4
0.75,0.4,1,2,388,0.4381443298969072,0.0,0.0,0.0,0.4521276595744681,0.5478723404255319,170,206,12,0,same_patient,4
0.75,0.4,1,3,388,0.38402061855670105,0.0,0.0,0.0,0.3962765957446808,0.6037234042553191,149,227,12,0,same_patient,4
0.75,0.4,1,4,388,0.06958762886597938,0.0,0.0,0.0,0.07180851063829788,0.9281914893617021,27,349,12,0,same_patient,4
0.75,0.4,1,5,388,0.06958762886597938,0.0,0.0,0.0,0.07180851063829788,0.9281914893617021,27,349,12,0,same_patient,4
0.75,0.4,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.4,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,1,1,388,0.5283505154639175,0.0,0.0,0.0,0.5452127659574468,0.45478723404255317,205,171,12,0,same_patient,4
0.75,0.45,1,2,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.45,1,3,388,0.44072164948453607,0.0,0.0,0.0,0.45478723404255317,0.5452127659574468,171,205,12,0,same_patient,4
0.75,0.45,1,4,388,0.24484536082474226,0.0,0.0,0.0,0.2526595744680851,0.7473404255319149,95,281,12,0,same_patient,4
0.75,0.45,1,5,388,0.06958762886597938,0.0,0.0,0.0,0.07180851063829788,0.9281914893617021,27,349,12,0,same_patient,4
0.75,0.45,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.45,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,1,1,388,0.5438144329896907,0.0,0.0,0.0,0.5611702127659575,0.43882978723404253,211,165,12,0,same_patient,4
0.75,0.5,1,2,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.5,1,3,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.5,1,4,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.5,1,5,388,0.38917525773195877,0.0,0.0,0.0,0.4015957446808511,0.598404255319149,151,225,12,0,same_patient,4
0.75,0.5,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.5,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,1,1,388,0.6211340206185567,0.0,0.0,0.0,0.6409574468085106,0.35904255319148937,241,135,12,0,same_patient,4
0.75,0.55,1,2,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.55,1,3,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.55,1,4,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.75,0.55,1,5,388,0.4020618556701031,0.0,0.0,0.0,0.4148936170212766,0.5851063829787234,156,220,12,0,same_patient,4
0.75,0.55,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.55,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,1,1,388,0.7345360824742269,0.0,0.0,0.0,0.7579787234042553,0.24202127659574468,285,91,12,0,same_patient,4
0.75,0.6,1,2,388,0.5231958762886598,0.0,0.0,0.0,0.5398936170212766,0.4601063829787234,203,173,12,0,same_patient,4
0.75,0.6,1,3,388,0.47680412371134023,0.0,0.0,0.0,0.4920212765957447,0.5079787234042553,185,191,12,0,same_patient,4
0.75,0.6,1,4,388,0.4690721649484536,0.0,0.0,0.0,0.48404255319148937,0.5159574468085106,182,194,12,0,same_patient,4
0.75,0.6,1,5,388,0.4690721649484536,0.0,0.0,0.0,0.48404255319148937,0.5159574468085106,182,194,12,0,same_patient,4
0.75,0.6,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.6,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,1,1,388,0.8788659793814433,0.0,0.0,0.0,0.9069148936170213,0.09308510638297872,341,35,12,0,same_patient,4
0.75,0.65,1,2,388,0.7448453608247423,0.0,0.0,0.0,0.7686170212765957,0.23138297872340424,289,87,12,0,same_patient,4
0.75,0.65,1,3,388,0.654639175257732,0.0,0.0,0.0,0.675531914893617,0.324468085106383,254,122,12,0,same_patient,4
0.75,0.65,1,4,388,0.5283505154639175,0.0,0.0,0.0,0.5452127659574468,0.45478723404255317,205,171,12,0,same_patient,4
0.75,0.65,1,5,388,0.5283505154639175,0.0,0.0,0.0,0.5452127659574468,0.45478723404255317,205,171,12,0,same_patient,4
0.75,0.65,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.75,0.65,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,1,1,388,0.4639175257731959,0.0,0.0,0.0,0.4787234042553192,0.5212765957446809,180,196,12,0,same_patient,4
0.8,0.4,1,2,388,0.4536082474226804,0.0,0.0,0.0,0.46808510638297873,0.5319148936170213,176,200,12,0,same_patient,4
0.8,0.4,1,3,388,0.39948453608247425,0.0,0.0,0.0,0.4122340425531915,0.5877659574468085,155,221,12,0,same_patient,4
0.8,0.4,1,4,388,0.08505154639175258,0.0,0.0,0.0,0.08776595744680851,0.9122340425531915,33,343,12,0,same_patient,4
0.8,0.4,1,5,388,0.08505154639175258,0.0,0.0,0.0,0.08776595744680851,0.9122340425531915,33,343,12,0,same_patient,4
0.8,0.4,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.4,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,1,1,388,0.5438144329896907,0.0,0.0,0.0,0.5611702127659575,0.43882978723404253,211,165,12,0,same_patient,4
0.8,0.45,1,2,388,0.4793814432989691,0.0,0.0,0.0,0.4946808510638298,0.5053191489361702,186,190,12,0,same_patient,4
0.8,0.45,1,3,388,0.45618556701030927,0.0,0.0,0.0,0.47074468085106386,0.5292553191489362,177,199,12,0,same_patient,4
0.8,0.45,1,4,388,0.2603092783505155,0.0,0.0,0.0,0.26861702127659576,0.7313829787234043,101,275,12,0,same_patient,4
0.8,0.45,1,5,388,0.08505154639175258,0.0,0.0,0.0,0.08776595744680851,0.9122340425531915,33,343,12,0,same_patient,4
0.8,0.45,2,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,2,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,2,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,2,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,2,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,3,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,3,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,3,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,3,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,3,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,4,1,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,4,2,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,4,3,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,4,4,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
0.8,0.45,4,5,388,0.9690721649484536,0.0,0.0,0.0,1.0,0.0,376,0,12,0,same_patient,4
