transformer_threshold,rf_threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
0.8,0.7,2,424,0.9339622641509434,0.0,0.0,0.0,396,28,0,0
0.8,0.7,3,424,0.9669811320754716,0.0,0.0,0.0,410,14,0,0
0.8,0.7,4,424,0.9811320754716981,0.0,0.0,0.0,416,8,0,0
0.8,0.7,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.7,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.7,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,1,424,0.9976415094339622,0.0,0.0,0.0,423,1,0,0
0.8,0.75,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.75,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.8,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.85,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.8,0.9,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.5,1,424,0.4858490566037736,0.0,0.0,0.0,206,218,0,0
0.85,0.5,2,424,0.5047169811320755,0.0,0.0,0.0,214,210,0,0
0.85,0.5,3,424,0.5141509433962265,0.0,0.0,0.0,218,206,0,0
0.85,0.5,4,424,0.5424528301886793,0.0,0.0,0.0,230,194,0,0
0.85,0.5,5,424,0.5613207547169812,0.0,0.0,0.0,238,186,0,0
0.85,0.5,8,424,0.5990566037735849,0.0,0.0,0.0,254,170,0,0
0.85,0.5,10,424,0.5990566037735849,0.0,0.0,0.0,254,170,0,0
0.85,0.6,1,424,0.589622641509434,0.0,0.0,0.0,250,174,0,0
0.85,0.6,2,424,0.6320754716981132,0.0,0.0,0.0,268,156,0,0
0.85,0.6,3,424,0.6650943396226415,0.0,0.0,0.0,282,142,0,0
0.85,0.6,4,424,0.6792452830188679,0.0,0.0,0.0,288,136,0,0
0.85,0.6,5,424,0.7264150943396226,0.0,0.0,0.0,308,116,0,0
0.85,0.6,8,424,0.8160377358490566,0.0,0.0,0.0,346,78,0,0
0.85,0.6,10,424,0.8349056603773585,0.0,0.0,0.0,354,70,0,0
0.85,0.65,1,424,0.6886792452830188,0.0,0.0,0.0,292,132,0,0
0.85,0.65,2,424,0.7429245283018868,0.0,0.0,0.0,315,109,0,0
0.85,0.65,3,424,0.7759433962264151,0.0,0.0,0.0,329,95,0,0
0.85,0.65,4,424,0.7971698113207547,0.0,0.0,0.0,338,86,0,0
0.85,0.65,5,424,0.8254716981132075,0.0,0.0,0.0,350,74,0,0
0.85,0.65,8,424,0.9174528301886793,0.0,0.0,0.0,389,35,0,0
0.85,0.65,10,424,0.9386792452830188,0.0,0.0,0.0,398,26,0,0
0.85,0.7,1,424,0.8797169811320755,0.0,0.0,0.0,373,51,0,0
0.85,0.7,2,424,0.9339622641509434,0.0,0.0,0.0,396,28,0,0
0.85,0.7,3,424,0.9669811320754716,0.0,0.0,0.0,410,14,0,0
0.85,0.7,4,424,0.9811320754716981,0.0,0.0,0.0,416,8,0,0
0.85,0.7,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.7,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.7,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,1,424,0.9976415094339622,0.0,0.0,0.0,423,1,0,0
0.85,0.75,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.75,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.8,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.85,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.85,0.9,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.5,1,424,0.5117924528301887,0.0,0.0,0.0,217,207,0,0
0.9,0.5,2,424,0.5259433962264151,0.0,0.0,0.0,223,201,0,0
0.9,0.5,3,424,0.5448113207547169,0.0,0.0,0.0,231,193,0,0
0.9,0.5,4,424,0.5518867924528302,0.0,0.0,0.0,234,190,0,0
0.9,0.5,5,424,0.5613207547169812,0.0,0.0,0.0,238,186,0,0
0.9,0.5,8,424,0.5990566037735849,0.0,0.0,0.0,254,170,0,0
0.9,0.5,10,424,0.5990566037735849,0.0,0.0,0.0,254,170,0,0
0.9,0.6,1,424,0.6084905660377359,0.0,0.0,0.0,258,166,0,0
0.9,0.6,2,424,0.6415094339622641,0.0,0.0,0.0,272,152,0,0
0.9,0.6,3,424,0.6792452830188679,0.0,0.0,0.0,288,136,0,0
0.9,0.6,4,424,0.6792452830188679,0.0,0.0,0.0,288,136,0,0
0.9,0.6,5,424,0.7264150943396226,0.0,0.0,0.0,308,116,0,0
0.9,0.6,8,424,0.8160377358490566,0.0,0.0,0.0,346,78,0,0
0.9,0.6,10,424,0.8349056603773585,0.0,0.0,0.0,354,70,0,0
0.9,0.65,1,424,0.7004716981132075,0.0,0.0,0.0,297,127,0,0
0.9,0.65,2,424,0.7429245283018868,0.0,0.0,0.0,315,109,0,0
0.9,0.65,3,424,0.7759433962264151,0.0,0.0,0.0,329,95,0,0
0.9,0.65,4,424,0.7971698113207547,0.0,0.0,0.0,338,86,0,0
0.9,0.65,5,424,0.8254716981132075,0.0,0.0,0.0,350,74,0,0
0.9,0.65,8,424,0.9174528301886793,0.0,0.0,0.0,389,35,0,0
0.9,0.65,10,424,0.9386792452830188,0.0,0.0,0.0,398,26,0,0
0.9,0.7,1,424,0.8797169811320755,0.0,0.0,0.0,373,51,0,0
0.9,0.7,2,424,0.9339622641509434,0.0,0.0,0.0,396,28,0,0
0.9,0.7,3,424,0.9669811320754716,0.0,0.0,0.0,410,14,0,0
0.9,0.7,4,424,0.9811320754716981,0.0,0.0,0.0,416,8,0,0
0.9,0.7,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.7,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.7,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,1,424,0.9976415094339622,0.0,0.0,0.0,423,1,0,0
0.9,0.75,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.75,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.8,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.85,10,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,1,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,2,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,3,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,4,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,5,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,8,424,1.0,0.0,0.0,0.0,424,0,0,0
0.9,0.9,10,424,1.0,0.0,0.0,0.0,424,0,0,0
