model,fold,train_rows,test_rows,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,1904,953,393,560,0.7974816369359916,0.919908466819222,0.7178571428571429,0.8064192577733199,0.8068534582158126,0.8143993093420574,0.7970490128250538
random_forest,2,1905,952,393,559,0.8151260504201681,0.9031578947368422,0.7674418604651163,0.8297872340425532,0.8153106035529074,0.8251967572045683,0.8137441917339203
random_forest,3,1905,952,392,560,0.8214285714285714,0.9079497907949791,0.775,0.8362235067437379,0.8210635029924263,0.8313775510204082,0.8199593284296056
xgboost,1,1904,953,393,560,0.8394543546694648,0.9161554192229039,0.8,0.8541468064823642,0.8373880544390382,0.8478371501272265,0.8378085257616021
xgboost,2,1905,952,393,559,0.8340336134453782,0.897029702970297,0.8103756708407871,0.8515037593984962,0.8299466188229561,0.8390300746061442,0.8317042606516291
xgboost,3,1905,952,392,560,0.8445378151260504,0.9153225806451613,0.8107142857142857,0.8598484848484849,0.8414332201471421,0.8517857142857144,0.8426600914808462
catboost,1,1904,953,393,560,0.8394543546694648,0.9144602851323829,0.8017857142857143,0.8544243577545195,0.8371002724363212,0.8474577426390404,0.8377384946667334
catboost,2,1905,952,393,559,0.8392857142857143,0.8903846153846153,0.8282647584973166,0.8582020389249305,0.8340811965811965,0.8416132952791926,0.8363737467351926
catboost,3,1905,952,392,560,0.8392857142857143,0.9094567404426559,0.8071428571428572,0.8552507095553453,0.8360470515400092,0.8461734693877552,0.8373065826407187
