model,fold,train_rows,test_rows,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,3761,1881,1306,575,0.8745348219032429,0.845213849287169,0.7217391304347827,0.7786116322701688,0.8650529678090522,0.8317730874225981,0.8455372701410191
random_forest,2,3761,1881,1306,575,0.8830409356725146,0.8768577494692145,0.7182608695652174,0.7896749521988528,0.8809820662239689,0.836925228044477,0.8543367397224013
random_forest,3,3762,1880,1305,575,0.8893617021276595,0.8895966029723992,0.7286956521739131,0.8011472275334608,0.8894398912661854,0.844424454439447,0.8622537906274526
xgboost,1,3761,1881,1306,575,0.8942052099946837,0.8230240549828178,0.8330434782608696,0.8280034572169404,0.8745605263366745,0.8770883547506492,0.8758059512572225
xgboost,2,3761,1881,1306,575,0.8973950026581605,0.8386524822695035,0.8226086956521739,0.8305531167690957,0.8806018675584419,0.8764651441507424,0.8784866231958326
xgboost,3,3762,1880,1305,575,0.899468085106383,0.8446428571428571,0.8226086956521739,0.8334801762114538,0.8836850649350649,0.8779710144927536,0.8807400881057269
catboost,1,3761,1881,1306,575,0.8942052099946837,0.8208191126279863,0.8365217391304348,0.8285960378983634,0.8741161200205569,0.8780617884013583,0.8760435014559099
catboost,2,3761,1881,1306,575,0.9021796916533759,0.8509874326750448,0.8243478260869566,0.8374558303886925,0.8873517223798185,0.8803974965044277,0.8837469266011904
catboost,3,3762,1880,1305,575,0.901595744680851,0.8507194244604317,0.8226086956521739,0.8364279398762158,0.8868400747679802,0.879503581542562,0.8830294891469326
