model,fold,cv,sample_weighting,train_rows,test_rows,train_groups,test_groups,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,balanced_grouped,patient_source,11599,8780,15,4,4343,4437,0.6145785876993166,0.6597875569044006,0.4899707009240477,0.5623383341955509,0.623603896957214,0.6159270957993483,0.6090079949366033
random_forest,2,balanced_grouped,patient_source,14862,5517,10,9,3417,2100,0.7962660866412905,0.7140350877192982,0.7752380952380953,0.7433789954337899,0.7841105311936003,0.7922137213094194,0.7872290228145806
random_forest,3,balanced_grouped,patient_source,14297,6082,13,6,3722,2360,0.8158500493258797,0.6979565772669221,0.926271186440678,0.7960670065549891,0.8194867632097322,0.8360533793568248,0.8141006495604681
xgboost,1,balanced_grouped,patient_source,11599,8780,15,4,4343,4437,0.6126423690205012,0.6515506143943827,0.5019157088122606,0.5670273711012094,0.6196954862348638,0.613840654314028,0.6082947262512745
xgboost,2,balanced_grouped,patient_source,14862,5517,10,9,3417,2100,0.8029726300525648,0.7180370210934137,0.7942857142857143,0.7542392041600724,0.7913917102962372,0.8012985492704545,0.7949081363411162
xgboost,3,balanced_grouped,patient_source,14297,6082,13,6,3722,2360,0.8179875041104899,0.7131677441306566,0.888135593220339,0.7910926589922627,0.8145857810694646,0.8308222297106531,0.8149199638734074
catboost,1,balanced_grouped,patient_source,11599,8780,15,4,4343,4437,0.6161731207289294,0.6556755179457251,0.506423258958756,0.5714649033570702,0.6232795673046392,0.6173608350976142,0.6119494483782051
catboost,2,balanced_grouped,patient_source,14862,5517,10,9,3417,2100,0.8078665941634946,0.7333931777378815,0.7780952380952381,0.755083179297597,0.7958543875919568,0.8021292696182951,0.798507888485661
catboost,3,balanced_grouped,patient_source,14297,6082,13,6,3722,2360,0.8222624136797106,0.7186324786324786,0.8906779661016949,0.7954588457899716,0.818454661869296,0.8347801437171559,0.8191569559666532
