model,fold,train_rows,test_rows,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,2248,1124,549,575,0.8140569395017794,0.8860759493670886,0.7304347826086957,0.8007626310772163,0.823807205452775,0.8160370634354954,0.8132253522358559
random_forest,2,2248,1124,549,575,0.8300711743772242,0.8983402489626556,0.7530434782608696,0.8192999053926207,0.8385782241698013,0.831895145323513,0.8294652339725488
random_forest,3,2248,1124,549,575,0.8167259786476868,0.8554913294797688,0.7721739130434783,0.8117001828153565,0.8194812019299671,0.8177809455927774,0.8165953253764824
xgboost,1,2248,1124,549,575,0.8362989323843416,0.8933601609657947,0.7721739130434783,0.8283582089552238,0.8422143707540297,0.8378173754652729,0.8359478119606052
xgboost,2,2248,1124,549,575,0.8398576512455516,0.8957915831663327,0.7773913043478261,0.8324022346368715,0.8454957915831663,0.8413368179298328,0.8395401292434783
xgboost,3,2248,1124,549,575,0.8371886120996441,0.8643122676579925,0.808695652173913,0.8355795148247979,0.8382994785388939,0.8378633087827672,0.8371730173242933
catboost,1,2248,1124,549,575,0.8416370106761566,0.8993963782696177,0.7773913043478261,0.8339552238805971,0.8476248239035489,0.8431583115546053,0.8412973398314549
catboost,2,2248,1124,549,575,0.8389679715302492,0.9004065040650406,0.7704347826086957,0.8303655107778819,0.8457728722856849,0.8405907974974262,0.8385527807911425
catboost,3,2248,1124,549,575,0.8362989323843416,0.8654205607476636,0.8052173913043478,0.8342342342342343,0.8376338796947147,0.8370349251603706,0.8362735318798588
