model,folds,test_rows_total,accuracy_mean,accuracy_sd,precision_walking_mean,precision_walking_sd,recall_walking_mean,recall_walking_sd,f1_walking_mean,f1_walking_sd,precision_macro_mean,precision_macro_sd,recall_macro_mean,recall_macro_sd,f1_macro_mean,f1_macro_sd
random_forest,25,3372,0.6681337813071018,0.31180260885746336,0.5402417432089115,0.4729370360226619,0.3543472293792618,0.39586486861691694,0.36807672250929213,0.3974690615701643,0.5751702215053792,0.1798022608675125,0.4753643032469828,0.2662443959291563,0.4698934906514649,0.25575638945805845
xgboost,25,3372,0.6532476771626069,0.27367851274554256,0.5408124188149184,0.4649549928791674,0.37333064822384193,0.3621115968661865,0.39360539358535473,0.37147523283517125,0.5752937918044814,0.1687095770498629,0.4693278628601817,0.25541251090944805,0.47640845588127867,0.2350726651773874
catboost,25,3372,0.6689179791951498,0.2848077006252338,0.5445066103507508,0.46036433325697523,0.3809803805876227,0.379169670759228,0.39834228704692803,0.3808537042909343,0.5788404888218831,0.16907515592355002,0.47592375065600473,0.25548144182092897,0.48230266954061946,0.23754744343763762
