scope,segments,threshold,min_run_windows,rows,accuracy,precision_walking,recall_walking,f1_walking,tn,fp,fn,tp
same_patient,4,0.65,2,388,0.6365979381443299,0.05517241379310345,0.6666666666666666,0.10191082802547771,239,137,4,8
