model,fold,train_rows,test_rows,test_not_walking,test_walking,accuracy,precision_walking,recall_walking,f1_walking,precision_macro,recall_macro,f1_macro
random_forest,1,1724,862,511,351,0.7296983758700696,0.6391509433962265,0.7720797720797721,0.6993548387096774,0.7282512707848712,0.73633342811425,0.7269166185118461
random_forest,2,1724,862,511,351,0.728538283062645,0.6308724832214765,0.8034188034188035,0.706766917293233,0.7323037114902563,0.7402612608092061,0.7270335666379772
random_forest,3,1724,862,510,352,0.703016241299304,0.6126760563380281,0.7414772727272727,0.6709511568123393,0.7019802300038764,0.7089739304812834,0.7001690244949645
xgboost,1,1724,862,511,351,0.7529002320185615,0.6742424242424242,0.7606837606837606,0.714859437751004,0.7469924567564052,0.7541187883653637,0.748422554085328
xgboost,2,1724,862,511,351,0.7262180974477959,0.639225181598063,0.7521367521367521,0.6910994764397905,0.7227306308881183,0.7302758124675932,0.7226330715532285
xgboost,3,1724,862,510,352,0.7180974477958236,0.6345679012345679,0.7301136363636364,0.678996036988111,0.7133452197638923,0.7199587789661319,0.7138516896419356
catboost,1,1724,862,511,351,0.7540603248259861,0.6674698795180722,0.7891737891737892,0.7232375979112271,0.750960890542034,0.7595575403794582,0.7509716173272211
catboost,2,1724,862,511,351,0.7262180974477959,0.634032634032634,0.7749287749287749,0.6974358974358974,0.7257922985405665,0.7338440352138982,0.7237179487179487
catboost,3,1724,862,510,352,0.722737819025522,0.6342042755344418,0.7585227272727273,0.6908150064683053,0.7207302556810531,0.7282809714795009,0.7197503002898835
